'Reclamação' , 700
'Reclamação' , 30
'NULL' , -1
'NULL' , -1
'Aferição BT' , 105
'Reclamação' , 42
'Reclamação' , 45
'Reclamação' , 121
'NULL' , -1
'Religação BT' , 33
'NULL' , -1
'VerifTensão Fornec' , 141
'NULL' , -1
'Reclamação' , 3
'NULL' , -1
'NULL' , -1
'Corte BT' , 4
'NULL' , -1
'SolicitaçãoOuvidoria' , 42
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Religação BT' , 29
'Reclamação' , 67
'Religação BT' , 9
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Reclamação' , 34
'Reclamação' , 181
'NULL' , -1
'SolicitaçãoOuvidoria' , 34
'Reclamação' , 82
'Corte BT' , 123
'NULL' , -1
'Reclamação' , 73
'Reclamação' , 230
'NULL' , -1
'NULL' , -1
'Corte BT' , 205
'Corte BT' , 82
'Substituição BT' , 77
'Corte BT' , 27
'Corte BT' , 189
'NULL' , -1
'NULL' , -1
'Reclamação' , 37
'Reclamação' , 47
'Corte BT' , 218
'Religação BT' , 214
'Reclamação' , 53
'Religação BT' , 62
'NULL' , -1
'NULL' , -1
'Reclamação' , 901
'Reclamação' , 111
'Corte BT' , 148
'Corte BT' , 42
'Reclamação' , 47
'Aferição BT' , 59
'Corte BT' , 29
'Corte BT' , 60
'Corte BT' , 2
'Religação BT' , 17
'NULL' , -1
'Religação BT' , 58
'Religação BT' , 7
'SolicitaçãoOuvidoria' , 557
'Substituição BT' , 805
'Reclamação' , 53
'Religação BT' , 226
'NULL' , -1
'NULL' , -1
'Religação BT' , 105
'Religação BT' , 231
'Religação BT' , 3
'SolicitaçãoOuvidoria' , 52
'NULL' , -1
'Corte BT' , 12
'Corte BT' , 148
'Reclamação' , 8
'Corte BT' , 16
'SolicitaçãoOuvidoria' , 63
'Reclamação' , 1
'NULL' , -1
'Religação BT' , 19
'Religação BT' , 27
'NULL' , -1
'NULL' , -1
'Reclamação' , 94
'Religação BT' , 79
'Religação BT' , 2
'Modif/Manut Mediç BT' , 1
'Reclamação' , 31
'NULL' , -1
'NULL' , -1
'Reclamação' , 154
'Corte BT' , 294
'Reclamação' , 369
'Reclamação' , 37
'Religação BT' , 161
'Corte BT' , 153
'NULL' , -1
'Verif Instalação BT' , 273
'Verif Instalação BT' , 203
'NULL' , -1
'Corte BT' , 249
'Reclamação' , 49
'Reclamação' , 41
'Corte BT' , 75
'Religação BT' , 5
'SolicitaçãoOuvidoria' , 19
'NULL' , -1
'NULL' , -1
'Corte BT' , 151
'Corte BT' , 41
'NULL' , -1
'Reclamação' , 49
'Verif Instalação BT' , 34
'NULL' , -1
'SolicitaçãoOuvidoria' , 28
'Corte BT' , 63
'NULL' , -1
'Religação BT' , 615
'Corte BT' , 456
'NULL' , -1
'Alterar Carga BT' , 329
'Religação BT' , 467
'Reclamação' , 237
'NULL' , -1
'Religação BT' , 77
'NULL' , -1
'NULL' , -1
'Reclamação' , 6
'Reclamação' , 83
'Religação BT' , 186
'SolicitaçãoOuvidoria' , 19
'Corte BT' , 103
'Aferição BT' , 108
'NULL' , -1
'Reclamação' , 154
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Reclamação' , 245
'Religação BT' , 249
'Reclamação' , 323
'Aferição BT' , 30
'NULL' , -1
'NULL' , -1
'Corte BT' , 106
'Religação BT' , 67
'Fiscalização BT' , 73
'Substituição BT' , 283
'NULL' , -1
'Religação BT' , 214
'Corte BT' , 175
'NULL' , -1
'NULL' , -1
'Reclamação' , 126
'Religação BT' , 12
'NULL' , -1
'NULL' , -1
'Corte BT' , 270
'Religação BT' , 55
'NULL' , -1
'SolicitaçãoOuvidoria' , 14
'NULL' , -1
'Aferição BT' , 135
'Religação BT' , 36
'NULL' , -1
'Corte BT' , 865
'NULL' , -1
'NULL' , -1
'Religação BT' , 96
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Reclamação' , 13
'Religação BT' , 33
'Religação BT' , 48
'NULL' , -1
'NULL' , -1
'NULL' , -1
'SolicitaçãoOuvidoria' , 122
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Reclamação' , 171
'Corte BT' , 13
'NULL' , -1
'Religação BT' , 35
'Reclamação' , 242
'Religação BT' , 459
'NULL' , -1
'NULL' , -1
'Religação BT' , 1
'NULL' , -1
'Reclamação' , 126
'Reclamação' , 49
'Religação BT' , 6
'SolicitaçãoOuvidoria' , 90
'NULL' , -1
'Corte BT' , 26
'Religação BT' , 7
'NULL' , -1
'NULL' , -1
'Religação BT' , 6
'NULL' , -1
'Religação BT' , 30
'Verif Instalação BT' , 369
'Reclamação' , 85
'NULL' , -1
'Corte BT' , 207
'Religação BT' , 64
'NULL' , -1
'Corte BT' , 32
'Corte BT' , 5
'Aferição BT' , 66
'Religação BT' , 6
'NULL' , -1
'Reclamação' , 194
'NULL' , -1
'NULL' , -1
'Corte BT' , 126
'Religação BT' , 35
'Religação BT' , 5
'Religação BT' , 4
'Corte BT' , 47
'NULL' , -1
'Religação BT' , 35
'NULL' , -1
'NULL' , -1
'Religação BT' , 13
'Corte BT' , 357
'Religação BT' , 31
'Religação BT' , 220
'Religação BT' , 777
'Religação BT' , 71
'Corte BT' , 6
'NULL' , -1
'Dados do Atendimento' , 16
'Corte BT' , 327
'NULL' , -1
'NULL' , -1
'Religação BT' , 120
'Religação BT' , 153
'Religação BT' , 107
'Religação BT' , 278
'NULL' , -1
'Reclamação' , 109
'NULL' , -1
'NULL' , -1
'Reclamação' , 818
'NULL' , -1
'NULL' , -1
'Corte BT' , 35
'NULL' , -1
'Corte BT' , 61
'SolicitaçãoOuvidoria' , 37
'NULL' , -1
'Religação BT' , 388
'Religação BT' , 2
'Corte BT' , 16
'Fiscalização BT' , 81
'Reclamação' , 111
'Religação BT' , 1
'Religação BT' , 132
'Aferição BT' , 50
'Religação BT' , 9
'Reclamação' , 112
'Reclamação' , 120
'Reclamação' , 119
'SolicitaçãoOuvidoria' , 11
'Aferição BT' , 217
'Religação BT' , 1
'Reclamação' , 190
'Corte BT' , 26
'Religação BT' , 539
'NULL' , -1
'Religação BT' , 20
'NULL' , -1
'NULL' , -1
'Aferição BT' , 77
'NULL' , -1
'Religação BT' , 47
'Religação BT' , 105
'Reclamação' , 6
'Aferição BT' , 822
'Reclamação' , 152
'Religação BT' , 721
'NULL' , -1
'NULL' , -1
'Reclamação' , 93
'Corte BT' , 276
'NULL' , -1
'Religação BT' , 235
'Reclamação' , 95
'NULL' , -1
'SolicitaçãoOuvidoria' , 49
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Corte BT' , 34
'SolicitaçãoOuvidoria' , 11
'Reclamação' , 9
'Religação BT' , 6
'NULL' , -1
'NULL' , -1
'Corte BT' , 335
'Corte BT' , 30
'SolicitaçãoOuvidoria' , 1
'Religação BT' , 126
'Corte BT' , 298
'NULL' , -1
'NULL' , -1
'Reclamação' , 126
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Religação BT' , 2
'Religação BT' , 188
'NULL' , -1
'Religação BT' , 2
'Corte BT' , 620
'NULL' , -1
'NULL' , -1
'Substituição BT' , 409
'NULL' , -1
'Corte BT' , 9
'Religação BT' , 38
'Corte BT' , 47
'NULL' , -1
'Corte BT' , 83
'NULL' , -1
'NULL' , -1
'Verif Instalação BT' , 234
'Religação BT' , 5
'NULL' , -1
'Corte BT' , 14
'Reclamação' , 67
'Religação BT' , 36
'Corte BT' , 94
'NULL' , -1
'Reclamação' , 70
'NULL' , -1
'Reclamação' , 88
'NULL' , -1
'NULL' , -1
'Religação BT' , 460
'Religação BT' , 212
'Religação BT' , 50
'Religação BT' , 450
'Religação BT' , 31
'NULL' , -1
'Reclamação' , 171
'Corte BT' , 21
'Religação BT' , 246
'Corte BT' , 27
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Corte BT' , 282
'NULL' , -1
'Aferição BT' , 203
'NULL' , -1
'Corte BT' , 43
'Verif Instalação BT' , 184
'NULL' , -1
'Corte BT' , 149
'NULL' , -1
'Religação BT' , 41
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Reclamação' , 300
'NULL' , -1
'NULL' , -1
'Verif Instalação BT' , 14
'NULL' , -1
'NULL' , -1
'Reclamação' , 115
'Corte BT' , 21
'Religação BT' , 194
'NULL' , -1
'SolicitaçãoOuvidoria' , 286
'NULL' , -1
'NULL' , -1
'Corte BT' , 655
'NULL' , -1
'Corte BT' , 4
'NULL' , -1
'Corte BT' , 156
'NULL' , -1
'Retificação Nome End' , 188
'Corte BT' , 341
'NULL' , -1
'Religação BT' , 456
'NULL' , -1
'NULL' , -1
'Religação BT' , 230
'Verif Instalação BT' , 162
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Religação BT' , 56
'Corte BT' , 79
'Corte BT' , 217
'Corte BT' , 209
'NULL' , -1
'Religação BT' , 132
'NULL' , -1
'Reclamação' , 48
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Religação BT' , 168
'NULL' , -1
'Reclamação' , 30
'Religação BT' , 114
'Religação BT' , 909
'Reclamação' , 296
'Corte BT' , 115
'NULL' , -1
'NULL' , -1
'Religação BT' , 353
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Religação BT' , 178
'NULL' , -1
'Aferição BT' , 441
'Corte BT' , 820
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Reclamação' , 870
'Substituição BT' , 19
'Reclamação' , 24
'NULL' , -1
'NULL' , -1
'Religação BT' , 322
'Corte BT' , 35
'Reclamação' , 33
'NULL' , -1
'Fiscalização BT' , 242
'Religação BT' , 413
'NULL' , -1
'Fiscalização BT' , 281
'NULL' , -1
'Corte BT' , 203
'Religação BT' , 395
'Religação BT' , 306
'Corte BT' , 683
'Corte BT' , 35
'Fiscalização BT' , 332
'Corte BT' , 113
'NULL' , -1
'Religação BT' , 666
'Religação BT' , 3
'NULL' , -1
'Religação BT' , 517
'NULL' , -1
'NULL' , -1
'Corte BT' , 115
'NULL' , -1
'NULL' , -1
'Substituição BT' , 113
'Aferição BT' , 50
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Reclamação' , 28
'Reclamação' , 486
'Reclamação' , 320
'Religação BT' , 11
'Aferição BT' , 546
'NULL' , -1
'Religação BT' , 146
'NULL' , -1
'Corte BT' , 80
'Corte BT' , 176
'Religação BT' , 3
'Religação BT' , 94
'Religação BT' , 1
'NULL' , -1
'Religação BT' , 63
'Religação BT' , 5
'NULL' , -1
'Religação BT' , 48
'NULL' , -1
'NULL' , -1
'Religação BT' , 4
'NULL' , -1
'Corte BT' , 17
'NULL' , -1
'NULL' , -1
'Corte BT' , 23
'Religação BT' , 8
'Corte BT' , 22
'NULL' , -1
'NULL' , -1
'Religação BT' , 10
'NULL' , -1
'Corte BT' , 19
'NULL' , -1
'Corte BT' , 273
'Religação BT' , 128
'NULL' , -1
'NULL' , -1
'Religação BT' , 94
'NULL' , -1
'Corte BT' , 20
'NULL' , -1
'Corte BT' , 55
'Corte BT' , 184
'NULL' , -1
'Religação BT' , 4
'NULL' , -1
'NULL' , -1
'Modif/Manut Mediç BT' , 497
'NULL' , -1
'NULL' , -1
'Religação BT' , 13
'NULL' , -1
'Corte BT' , 318
'NULL' , -1
'Religação BT' , 152
'NULL' , -1
'Religação BT' , 20
'NULL' , -1
'Religação BT' , 13
'NULL' , -1
'Religação BT' , 37
'Religação BT' , 8
'Reclamação' , 147
'Reclamação' , 721
'NULL' , -1
'Corte BT' , 449
'Religação BT' , 91
'NULL' , -1
'NULL' , -1
'Religação BT' , 30
'Corte BT' , 14
'Reclamação' , 50
'Religação BT' , 370
'Corte BT' , 423
'Reclamação' , 47
'Religação BT' , 72
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Religação BT' , 19
'Corte BT' , 15
'Corte BT' , 22
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Religação BT' , 2
'Fiscalização BT' , 209
'Religação BT' , 72
'Religação BT' , 180
'Aferição BT' , 313
'Corte BT' , 432
'Modif/Manut Mediç BT' , 172
'Religação BT' , 2
'Corte BT' , 755
'NULL' , -1
'NULL' , -1
'Religação BT' , 5
'Religação BT' , 42
'NULL' , -1
'Religação BT' , 19
'NULL' , -1
'Religação BT' , 148
'Corte BT' , 84
'NULL' , -1
'Aferição BT' , 152
'NULL' , -1
'Religação BT' , 10
'Religação BT' , 18
'NULL' , -1
'NULL' , -1
'Religação BT' , 231
'NULL' , -1
'NULL' , -1
'Corte BT' , 14
'Corte BT' , 6
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Verif Instalação BT' , 146
'Religação BT' , 191
'NULL' , -1
'Corte BT' , 116
'NULL' , -1
'NULL' , -1
'Corte BT' , 13
'Fiscalização BT' , 3
'Religação BT' , 246
'Reclamação' , 11
'Religação BT' , 1
'Corte BT' , 197
'Religação BT' , 292
'Substituição BT' , 279
'Corte BT' , 273
'Corte BT' , 132
'Corte BT' , 29
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Religação BT' , 4
'Verif Instalação BT' , 145
'Corte BT' , 17
'NULL' , -1
'Religação BT' , 55
'Aferição BT' , 42
'Corte BT' , 127
'Religação BT' , 477
'NULL' , -1
'SolicitaçãoOuvidoria' , 78
'Reclamação' , 14
'Religação BT' , 52
'Corte BT' , 66
'Corte BT' , 249
'Religação BT' , 40
'Reclamação' , 288
'NULL' , -1
'Corte BT' , 199
'NULL' , -1
'NULL' , -1
'SolicitaçãoOuvidoria' , 12
'Corte BT' , 158
'NULL' , -1
'NULL' , -1
'Corte BT' , 138
'Corte BT' , 428
'NULL' , -1
'NULL' , -1
'Religação BT' , 98
'Religação BT' , 16
'NULL' , -1
'Religação BT' , 42
'NULL' , -1
'Corte BT' , 212
'Religação BT' , 372
'Dados do Atendimento' , 82
'NULL' , -1
'NULL' , -1
'Corte BT' , 25
'Religação BT' , 55
'Corte BT' , 332
'NULL' , -1
'Religação BT' , 113
'Reclamação' , 77
'Religação BT' , 189
'NULL' , -1
'Corte BT' , 16
'Corte BT' , 42
'Religação BT' , 135
'Fiscalização BT' , 52
'Corte BT' , 9
'Religação BT' , 49
'Reclamação' , 17
'Religação BT' , 431
'Corte BT' , 487
'Religação BT' , 645
'NULL' , -1
'Religação BT' , 76
'Modif/Manut Mediç BT' , 118
'Corte BT' , 36
'Reclamação' , 415
'Corte BT' , 130
'Reclamação' , 75
'Religação BT' , 302
'Religação BT' , 21
'Corte BT' , 18
'Substituição BT' , 7
'Religação BT' , 27
'Religação BT' , 2
'Religação BT' , 8
'Reclamação' , 664
'NULL' , -1
'Religação BT' , 6
'NULL' , -1
'Religação BT' , 43
'Corte BT' , 67
'Corte BT' , 7
'NULL' , -1
'SolicitaçãoOuvidoria' , 47
'NULL' , -1
'NULL' , -1
'Fiscalização BT' , 5
'Religação BT' , 141
'NULL' , -1
'Corte BT' , 106
'NULL' , -1
'NULL' , -1
'Corte BT' , 86
'Religação BT' , 461
'Religação BT' , 37
'Religação BT' , 101
'NULL' , -1
'Religação BT' , 58
'Substituição BT' , 186
'NULL' , -1
'NULL' , -1
'Reclamação' , 263
'Religação BT' , 2
'NULL' , -1
'NULL' , -1
'Aferição BT' , 43
'NULL' , -1
'NULL' , -1
'Religação BT' , 338
'NULL' , -1
'Religação BT' , 64
'NULL' , -1
'NULL' , -1
'Religação BT' , 159
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Reclamação' , 148
'Religação BT' , 61
'Religação BT' , 26
'Religação BT' , 52
'NULL' , -1
'NULL' , -1
'Religação BT' , 182
'Corte BT' , 304
'Reclamação' , 231
'Religação BT' , 17
'NULL' , -1
'Corte BT' , 245
'NULL' , -1
'Religação BT' , 3
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Religação BT' , 40
'NULL' , -1
'Religação BT' , 27
'Corte BT' , 110
'Religação BT' , 99
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Corte BT' , 291
'NULL' , -1
'Reclamação' , 132
'Corte BT' , 348
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Fiscalização BT' , 44
'NULL' , -1
'Religação BT' , 35
'Corte BT' , 74
'Religação BT' , 14
'Religação BT' , 384
'Religação BT' , 216
'NULL' , -1
'Religação BT' , 1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Religação BT' , 7
'Corte BT' , 209
'NULL' , -1
'Religação BT' , 19
'NULL' , -1
'Verif Instalação BT' , 49
'NULL' , -1
'Reclamação' , 39
'NULL' , -1
'Religação BT' , 71
'NULL' , -1
'Corte BT' , 63
'NULL' , -1
'Religação BT' , 4
'Corte BT' , 24
'Aferição BT' , 671
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Corte BT' , 133
'Reclamação' , 45
'NULL' , -1
'NULL' , -1
'Corte BT' , 101
'NULL' , -1
'Corte BT' , 62
'Corte BT' , 13
'Religação BT' , 8
'Corte BT' , 7
'Reclamação' , 377
'Retificação Nome End' , 1069
'Religação BT' , 27
'Verif Instalação BT' , 112
'NULL' , -1
'Religação BT' , 505
'Religação BT' , 1
'NULL' , -1
'Corte BT' , 23
'NULL' , -1
'Corte BT' , 662
'NULL' , -1
'NULL' , -1
'Corte BT' , 43
'NULL' , -1
'Religação BT' , 41
'NULL' , -1
'NULL' , -1
'Corte BT' , 23
'NULL' , -1
'Religação BT' , 568
'NULL' , -1
'NULL' , -1
'Religação BT' , 13
'Retificação Nome End' , 92
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Religação BT' , 37
'NULL' , -1
'Verif Instalação BT' , 14
'Reclamação' , 19
'Corte BT' , 671
'Corte BT' , 128
'Religação BT' , 39
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Religação BT' , 4
'NULL' , -1
'Corte BT' , 292
'Religação BT' , 140
'NULL' , -1
'Religação BT' , 16
'Religação BT' , 3
'Reclamação' , 20
'Corte BT' , 28
'Reclamação' , 117
'NULL' , -1
'Religação BT' , 43
'NULL' , -1
'Verif Instalação BT' , 100
'SolicitaçãoOuvidoria' , 36
'NULL' , -1
'Religação BT' , 735
'NULL' , -1
'Reclamação' , 34
'NULL' , -1
'Corte BT' , 13
'Corte BT' , 63
'NULL' , -1
'NULL' , -1
'Religação BT' , 606
'Corte BT' , 87
'Corte BT' , 147
'SolicitaçãoOuvidoria' , 71
'Religação BT' , 46
'NULL' , -1
'NULL' , -1
'Corte BT' , 32
'NULL' , -1
'NULL' , -1
'Corte BT' , 455
'NULL' , -1
'Religação BT' , 6
'NULL' , -1
'SolicitaçãoOuvidoria' , 40
'Fiscalização BT' , 37
'NULL' , -1
'Religação BT' , 34
'NULL' , -1
'Religação BT' , 6
'Religação BT' , 75
'NULL' , -1
'Religação BT' , 196
'Religação BT' , 43
'NULL' , -1
'NULL' , -1
'Religação BT' , 62
'Religação BT' , 4
'NULL' , -1
'Reclamação' , 594
'NULL' , -1
'Religação BT' , 754
'Corte BT' , 2
'Religação BT' , 320
'Reclamação' , 41
'Corte BT' , 22
'Religação BT' , 1
'NULL' , -1
'Religação BT' , 7
'NULL' , -1
'Reclamação' , 318
'Corte BT' , 8
'NULL' , -1
'Corte BT' , 504
'NULL' , -1
'NULL' , -1
'Religação BT' , 85
'Substituição BT' , 526
'Verif Instalação BT' , 3
'NULL' , -1
'Aferição BT' , 43
'Reclamação' , 845
'NULL' , -1
'Corte BT' , 21
'NULL' , -1
'NULL' , -1
'Corte BT' , 20
'NULL' , -1
'Reclamação' , 120
'Religação BT' , 1
'Religação BT' , 90
'Religação BT' , 3
'NULL' , -1
'Modif/Manut Mediç BT' , 14
'Reclamação' , 145
'NULL' , -1
'Religação BT' , 24
'Religação BT' , 185
'NULL' , -1
'NULL' , -1
'Reclamação' , 495
'NULL' , -1
'Religação BT' , 48
'NULL' , -1
'NULL' , -1
'Modif/Manut Mediç BT' , 490
'Religação BT' , 219
'NULL' , -1
'NULL' , -1
'Religação BT' , 437
'Acompanhamento BT' , 931
'Religação BT' , 525
'NULL' , -1
'SolicitaçãoOuvidoria' , 57
'NULL' , -1
'Reclamação' , 832
'Religação BT' , 63
'Religação BT' , 194
'NULL' , -1
'Religação BT' , 67
'Reclamação' , 16
'NULL' , -1
'Religação BT' , 15
'Religação BT' , 62
'Reclamação' , 180
'Religação BT' , 320
'NULL' , -1
'NULL' , -1
'Religação BT' , 471
'NULL' , -1
'SolicitaçãoOuvidoria' , 79
'Reclamação' , 108
'Corte BT' , 63
'NULL' , -1
'Corte BT' , 3
'Religação BT' , 30
'NULL' , -1
'NULL' , -1
'Corte BT' , 30
'NULL' , -1
'Religação BT' , 60
'Religação BT' , 141
'Reclamação' , 606
'Religação BT' , 59
'NULL' , -1
'Substituição BT' , 351
'Reclamação' , 152
'Reclamação' , 16
'Alterar Carga BT' , 214
'Alterar Carga BT' , 88
'Corte BT' , 16
'Religação BT' , 93
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Reclamação' , 180
'Reclamação' , 59
'NULL' , -1
'Religação BT' , 40
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Reclamação' , 51
'NULL' , -1
'Reclamação' , 40
'Religação BT' , 943
'Religação BT' , 121
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Corte BT' , 617
'Reclamação' , 338
'NULL' , -1
'Religação BT' , 802
'NULL' , -1
'Reclamação' , 818
'Religação BT' , 136
'Religação BT' , 2
'Reclamação' , 683
'Reclamação' , 940
'Aferição BT' , 48
'NULL' , -1
'Reclamação' , 7
'NULL' , -1
'NULL' , -1
'Reclamação' , 127
'Reclamação' , 783
'NULL' , -1
'Religação BT' , 4
'Aferição BT' , 23
'Corte BT' , 14
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Reclamação' , 595
'Reclamação' , 8
'Verif Instalação BT' , 117
'NULL' , -1
'Religação BT' , 36
'Religação BT' , 115
'Reclamação' , 91
'Reclamação' , 2
'NULL' , -1
'Religação BT' , 19
'Reclamação' , 1
'NULL' , -1
'Substituição BT' , 15
'SolicitaçãoOuvidoria' , 27
'Retificação Nome End' , 364
'Religação BT' , 141
'NULL' , -1
'NULL' , -1
'Reclamação' , 164
'Religação BT' , 120
'Reclamação' , 253
'Religação BT' , 99
'Reclamação' , 138
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Corte BT' , 15
'NULL' , -1
'Religação BT' , 103
'SolicitaçãoOuvidoria' , 162
'NULL' , -1
'NULL' , -1
'SolicitaçãoOuvidoria' , 54
'Corte BT' , 365
'NULL' , -1
'Corte BT' , 523
'NULL' , -1
'NULL' , -1
'Religação BT' , 1
'Retirada BT' , 255
'Corte BT' , 168
'Religação BT' , 1
'Religação BT' , 50
'Religação BT' , 115
'Religação BT' , 111
'SolicitaçãoOuvidoria' , 195
'Alterar Carga BT' , 236
'Reclamação' , 7
'Verif Instalação BT' , 356
'Corte BT' , 164
'Religação BT' , 3
'NULL' , -1
'Religação BT' , 46
'NULL' , -1
'SolicitaçãoOuvidoria' , 11
'Reclamação' , 35
'Religação BT' , 7
'NULL' , -1
'NULL' , -1
'Religação BT' , 3
'Reclamação' , 66
'Religação BT' , 52
'NULL' , -1
'Religação BT' , 617
'NULL' , -1
'NULL' , -1
'Corte BT' , 747
'Reclamação' , 139
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Substituição BT' , 585
'NULL' , -1
'SolicitaçãoOuvidoria' , 29
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'NULL' , -1
'Reclamação' , 89
'NULL' , -1
'Reclamação' , 82
'Reclamação' , 21
'Religação BT' , 342
'Reclamação' , 9
'Corte BT' , 24
'Corte BT' , 14
'Verif Instalação BT' , 48
'Religação BT' , 70
'Verif Instalação BT' , 106
'Religação BT' , 13
'Verif Instalação BT' , 32
'Religação BT' , 4
'Verif Instalação BT' , 270
'Corte BT' , 76
'Religação BT' , 748
'Substituição BT' , 561
'Reclamação' , 31
'Religação BT' , 194
'Reclamação' , 3
'Reclamação' , 171
'Reclamação' , 476
'Reclamação' , 21
'Corte BT' , 72
'NULL' , -1
'Religação BT' , 110
'Corte BT' , 76
'NULL' , -1
'NULL' , -1
